_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_near,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y,x2,y2
6611,1740,,Deer Browse 2,Shelter,130,North Park,NP,Deer Browse 2,https://www.alleghenycounty.us/parks/north-park/deer-browse-2.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593411618209,40.351422199309,1345654.10946831,464710.339203149
6612,1741,,Deer Browse 3,Shelter,130,North Park,NP,Deer Browse 3,https://www.alleghenycounty.us/parks/north-park/deer-browse-3.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.593249758172,40.351427282616,1345779.07378531,464712.310983971
6613,1742,,Devils Elbow 1,Shelter,130,North Park,NP,Devils Elbow 1,https://www.alleghenycounty.us/parks/north-park/devils-elbow-1.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.595122215787,40.351191089047,1344328.86933663,464510.086322814
6614,1743,,Devils Elbow 2,Shelter,130,North Park,NP,Devils Elbow 2,https://www.alleghenycounty.us/parks/north-park/devils-elbow-2.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595154530705,40.350974954077,1344298.38022439,464292.069370389
6615,1744,,Donnevale,Shelter,130,North Park,NP,Donnevale,https://www.alleghenycounty.us/parks/north-park/donnevale.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.590941043567,40.352509776276,1347587.39201905,465762.255406395
6616,1745,,Donora,Shelter,130,North Park,NP,Donora,https://www.alleghenycounty.us/parks/north-park/donora.aspx,40,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.590600563674,40.352060157746,1347838.46008646,465300.751736224
6617,1746,,Duquesne,Shelter,130,North Park,NP,Duquesne,https://www.alleghenycounty.us/parks/north-park/duquesne.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.595898448843,40.352783379749,1343771.24348339,466136.162795067
6618,1747,,Elwood,Shelter,130,North Park,NP,Elwood,https://www.alleghenycounty.us/parks/north-park/elwood.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.59087262643,40.351552421741,1347615.63146389,464792.414498314
6619,1748,,Emsworth,Shelter,130,North Park,NP,Emsworth,https://www.alleghenycounty.us/parks/north-park/emsworth.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004117485059,40.353934976846,1340547.36804138,467384.28661114
6620,1749,,Erie,Shelter,130,North Park,NP,Erie,https://www.alleghenycounty.us/parks/north-park/erie.aspx,30,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001888092951,40.354062791703,1342269.8918273,467469.615180641
6621,1750,,Etna,Shelter,130,North Park,NP,Etna,https://www.alleghenycounty.us/parks/north-park/etna.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001145417298,40.35554035238,1342880.75805964,468949.757561565
6622,1751,,Flagstaff,Shelter,130,North Park,NP,Flagstaff,https://www.alleghenycounty.us/parks/north-park/flagstaff-hill.aspx,40,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004729884992,40.360712274892,1340147.12704398,470206.015547723
6623,1752,,Flanders,Shelter,130,North Park,NP,Flanders,https://www.alleghenycounty.us/parks/north-park/flanders.aspx,40,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004872650261,40.360683501896,1340036.29852547,470179.729511067
6624,1753,,Forest Glen,Shelter,130,North Park,NP,Forest Glen,https://www.alleghenycounty.us/parks/north-park/forest-glen.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594393919951,40.353072264766,1344938.96949439,466398.874539971
6625,1754,,Frazier,Shelter,130,North Park,NP,Frazier,https://www.alleghenycounty.us/parks/north-park/frazier.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.000536716021,40.354863341453,1343332.66955739,468252.88953273
6626,1755,,Garner,Shelter,130,North Park,NP,Garner,https://www.alleghenycounty.us/parks/north-park/garner.aspx,75,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,Yes,No,No,No,No,No,-80.002762538225,40.354085681746,1341596.14875223,467510.005519807
6627,1756,,Gold Star,Shelter,130,North Park,NP,Gold Star,https://www.alleghenycounty.us/parks/north-park/gold-star.aspx,40,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.001390747555,40.353725508598,1342644.71358421,467118.611617565
6628,1757,,Grant,Shelter,130,North Park,NP,Grant,https://www.alleghenycounty.us/parks/north-park/grant.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.594465615985,40.353725378395,1344900.48367897,467060.999856144
6629,1758,,Greentree,Shelter,130,North Park,NP,Greentree,https://www.alleghenycounty.us/parks/north-park/greentree.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.004322736081,40.353831530472,1340386.4054368,467283.690683722
6630,1759,,Hampton,Shelter,130,North Park,NP,Hampton,https://www.alleghenycounty.us/parks/north-park/hampton.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00156199006,40.355707983049,1342563.86400838,469127.539686307
6631,1760,,Harmar,Shelter,130,North Park,NP,Harmar,https://www.alleghenycounty.us/parks/north-park/harmar.aspx,150,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.592647423183,40.351807222949,1346253.37598631,465084.882089227
6632,1761,,Harmony,Shelter,130,North Park,NP,Harmony,https://www.alleghenycounty.us/parks/north-park/harmony.aspx,30,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.003298744462,40.361798872871,1341278.76684105,471277.004219398
6633,1762,,Henderson,Shelter,130,North Park,NP,Henderson,https://www.alleghenycounty.us/parks/north-park/henderson.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595059177275,40.351456119261,1344384.31246722,464776.964726061
6634,1763,,Hillside,Shelter,130,North Park,NP,Hillside,https://www.alleghenycounty.us/parks/north-park/hillside.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.000806777227,40.355239926138,1343134.13452139,468639.170584306
6635,1764,,Honeysuckle,Shelter,130,North Park,NP,Honeysuckle,https://www.alleghenycounty.us/parks/north-park/honeysuckle.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.591709601348,40.351845169679,1346977.6284748,465104.926012397
6636,1765,,Idaho,Shelter,130,North Park,NP,Idaho,https://www.alleghenycounty.us/parks/north-park/idaho.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000405944511,40.361308827679,1343496.58884898,470724.281899646
6637,1766,,Ingomar,Shelter,130,North Park,NP,Ingomar,https://www.alleghenycounty.us/parks/north-park/ingomar.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595029980578,40.35315107935,1344450.47440839,466491.087282062
6638,1767,,Iowa,Shelter,130,North Park,NP,Iowa,https://www.alleghenycounty.us/parks/north-park/iowa.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.002990344017,40.363309535305,1341555.64456813,472799.174075305
6639,1768,,Jeanette,Shelter,130,North Park,NP,Jeanette,https://www.alleghenycounty.us/parks/north-park/jeanette.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.591200551761,40.351767925857,1347368.24449147,465016.833996981
6640,1769,,Jefferson,Shelter,130,North Park,NP,Jefferson,https://www.alleghenycounty.us/parks/north-park/jefferson.aspx,45,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003135470594,40.35416757287,1341310.67885073,467600.205470636
6641,1770,,Juniata,Shelter,130,North Park,NP,Juniata,https://www.alleghenycounty.us/parks/north-park/juniata.aspx,40,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.594383743374,40.35342971654,1344956.0144078,466760.289171472
6642,1771,,Kilbuck,Shelter,130,North Park,NP,Kilbuck,https://www.alleghenycounty.us/parks/north-park/kilbuck.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003751158704,40.354031995972,1340832.37731388,467475.20112747
6643,1772,,Kolich,Shelter,130,North Park,NP,Kolich,https://www.alleghenycounty.us/parks/north-park/kolich.aspx,30,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.000886053381,40.355657461978,1343083.77897905,469063.12774165
6644,1773,,Lakeshore,Shelter,130,North Park,NP,Lakeshore,https://www.alleghenycounty.us/parks/north-park/lakeshore.aspx,45,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.001510609335,40.360121016165,1342614.15196556,469544.370545566
6645,1774,,Lakeview,Shelter,130,North Park,NP,Lakeview,https://www.alleghenycounty.us/parks/north-park/lakeview.aspx,75,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001564900041,40.362520865957,1342634.27725339,471973.234782308
6646,1775,,Latham,Shelter,130,North Park,NP,Latham,https://www.alleghenycounty.us/parks/north-park/latham.aspx,70,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.001638874405,40.360365712282,1342521.56881739,469794.44123964
6647,1776,,Latrobe,Shelter,130,North Park,NP,Latrobe,https://www.alleghenycounty.us/parks/north-park/latrobe.aspx,30,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.003463485439,40.362107846706,1341159.74476939,471592.826094314
6648,1777,,Ledgewood,Shelter,130,North Park,NP,Ledgewood,https://www.alleghenycounty.us/parks/north-park/ledgewood.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.00471577453,40.35312791859,1340065.0635598,466579.656002566
6649,1778,,Leet,Shelter,130,North Park,NP,Leet,https://www.alleghenycounty.us/parks/north-park/leet.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.003456438798,40.35409869737,1341061.37980863,467536.861437231
6650,1779,,Lilac,Shelter,130,North Park,NP,Lilac,https://www.alleghenycounty.us/parks/north-park/lilac.aspx,60,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.591371685496,40.351640765957,1347233.00066747,464891.537003473
6651,1780,,Little Mama,Shelter,130,North Park,NP,Little Mama,https://www.alleghenycounty.us/parks/north-park/little-mama.aspx,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000679966048,40.354145523251,1343203.68359488,467529.530415148
6652,1781,,Lone Pine,Shelter,130,North Park,NP,Lone Pine,https://www.alleghenycounty.us/parks/north-park/lone-pine.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.585812138486,40.351401007863,1348429.6511613,464618.539846063
6653,1782,,Long View,Shelter,130,North Park,NP,Long View,https://www.alleghenycounty.us/parks/north-park/long-view.aspx,45,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.594332417647,40.352220926482,1344964.49700239,465536.416619226
6654,1783,,Mars,Shelter,130,North Park,NP,Mars,https://www.alleghenycounty.us/parks/north-park/mars.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.004055286909,40.361783980405,1340695.05803472,471276.87101756
6655,1784,,McCandeless,Shelter,130,North Park,NP,McCandeless,https://www.alleghenycounty.us/parks/north-park/mccandless.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594758052055,40.351860222554,1344626.95502655,465179.862870395
6656,1785,,Avalon,Shelter,130,North Park,NP,Avalon,https://www.alleghenycounty.us/parks/north-park/mill.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,Yes,No,No,No,No,No,-80.010790447687,40.363795457012,1338638.43813223,473365.866511479
6657,1786,,Miller,Shelter,130,North Park,NP,Miller,https://www.alleghenycounty.us/parks/north-park/miller.aspx,55,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.012168791355,40.370181990256,1337637.91979206,475807.513531059
6658,1787,,Montana,Shelter,130,North Park,NP,Montana,https://www.alleghenycounty.us/parks/north-park/montana.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-80.003485063434,40.363949970685,1341190.80245006,473456.825975224
6659,1788,,Moon,Shelter,130,North Park,NP,Moon,https://www.alleghenycounty.us/parks/north-park/moon.aspx,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000304672568,40.352835031949,1343459.29594456,466196.400863558
6660,1789,,Ninebark,Shelter,130,North Park,NP,Ninebark,https://www.alleghenycounty.us/parks/north-park/ninebark.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595226682824,40.353193152665,1344299.86348914,466537.512057975
6661,1790,,North Carolina,Shelter,130,North Park,NP,North Carolina,https://www.alleghenycounty.us/parks/north-park/north-carolina.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595760187639,40.360214660975,1343966.30378881,469604.682760894
6662,1791,,North Star,Shelter,130,North Park,NP,North Star,https://www.alleghenycounty.us/parks/north-park/north-star.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.005016443886,40.353828483161,1339851.36418405,467294.319271401
6663,1792,,Oakmont,Shelter,130,North Park,NP,Oakmont,https://www.alleghenycounty.us/parks/north-park/oakmont.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01321690375,40.370329175024,1336833.77245022,475977.223165393
6664,1793,,Old Cherry,Shelter,130,North Park,NP,Old Cherry,https://www.alleghenycounty.us/parks/north-park/old-cherry.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594078472924,40.352374555389,1345164.29515922,465686.854638562
6665,1794,,Olympia,Shelter,130,North Park,NP,Olympia,https://www.alleghenycounty.us/parks/north-park/olympia.aspx,35,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.011877838749,40.365957144731,1337856.36095622,475574.277777061
6666,1795,,Ontario,Shelter,130,North Park,NP,Ontario,https://www.alleghenycounty.us/parks/north-park/ontario.aspx,40,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-80.001329020982,40.353973960119,1342698.73086464,467368.740710482
6667,1796,,Orchard Lawn,Shelter,130,North Park,NP,Orchard Lawn,https://www.alleghenycounty.us/parks/north-park/orchard-lawn.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00565371033,40.362519772811,1339481.71466088,472052.824846223
6668,1797,,Oregon,Shelter,130,North Park,NP,Oregon,https://www.alleghenycounty.us/parks/north-park/oregon.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000360293258,40.361205884146,1343529.1334033,470619.242083475
6669,1798,,Pearce,Shelter,130,North Park,NP,Pearce,https://www.alleghenycounty.us/parks/north-park/pearce.aspx,60,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Non-op,No,No,No,No,No,No,No,-80.003133201767,40.362250991292,1341418.10744163,471731.121421397
6670,1799,,Perry,Shelter,130,North Park,NP,Perry,https://www.alleghenycounty.us/parks/north-park/perry.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.591486608167,40.350698342431,1347120.20725788,463940.384050146
6671,1800,,Pigeon,Shelter,130,North Park,NP,Pigeon,https://www.alleghenycounty.us/parks/north-park/pigeon.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.014070466303,40.365010749706,1336141.35749647,474660.418712393
6672,1801,,Pine Ridge,Shelter,130,North Park,NP,Pine Ridge,https://www.alleghenycounty.us/parks/north-park/pine-ridge.aspx,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594688722195,40.35200216228,1344684.07761572,465322.09486939
6673,1802,,Point,Shelter,130,North Park,NP,Point,https://www.alleghenycounty.us/parks/north-park/point.aspx,125,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,-79.595927956869,40.354409634166,1343790.4084713,467781.932797477
6674,1803,,Richland,Shelter,130,North Park,NP,Richland,https://www.alleghenycounty.us/parks/north-park/richland.aspx,50,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595004421464,40.353511851145,1344479.47467847,466855.558337897
6675,1804,,Rochester,Shelter,130,North Park,NP,Rochester,https://www.alleghenycounty.us/parks/north-park/rochester.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.004106716933,40.362009428332,1340661.24511021,471505.959470138
6676,1805,,Roosevelt,Shelter,130,North Park,NP,Roosevelt,https://www.alleghenycounty.us/parks/north-park/roosevelt.aspx,80,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.004822362789,40.361045639519,1340084.46542388,470545.089016557
6677,1806,,Round Top,Shelter,130,North Park,NP,Round Top,https://www.alleghenycounty.us/parks/north-park/round-top.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.585399016527,40.351932636625,1348761.86440764,465148.305518806
6678,1807,,School House,Shelter,130,North Park,NP,School House,https://www.alleghenycounty.us/parks/north-park/school-house.aspx,55,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.004907430293,40.361258550353,1340024.39533405,470762.160104722
6679,1808,,Sesqui,Shelter,130,North Park,NP,Sesqui,https://www.alleghenycounty.us/parks/north-park/sesqui.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.594746580696,40.353663431636,1344682.21738322,467003.843802482
6680,1809,,Shaler,Shelter,130,North Park,NP,Shaler,https://www.alleghenycounty.us/parks/north-park/shaler.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.002468956421,40.354286952317,1341827.7509793,467707.831239641
6681,1810,,Sharon,Shelter,130,North Park,NP,Sharon,https://www.alleghenycounty.us/parks/north-park/sharon.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-79.592287076105,40.351668352378,1346527.7238628,464937.343014225
6682,1811,,Superior,Shelter,130,North Park,NP,Superior,https://www.alleghenycounty.us/parks/north-park/superior.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,-80.000203023062,40.354606511161,1343583.36853105,467986.508175731
6683,1812,,Triple Oaks,Shelter,130,North Park,NP,Triple Oaks,https://www.alleghenycounty.us/parks/north-park/triple-oaks.aspx,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.591360200549,40.351892823685,1347248.31920639,465146.305850893
6684,1813,,West View,Shelter,130,North Park,NP,West View,https://www.alleghenycounty.us/parks/north-park/west-view.aspx,30,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.003926187191,40.35398460848,1340696.17515847,467430.71794872
6685,1814,,Wildwood,Shelter,130,North Park,NP,Wildwood,https://www.alleghenycounty.us/parks/north-park/wildwood.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.585436939881,40.351387410246,1348718.67453338,464597.46770972
6686,1815,,Willow,Shelter,130,North Park,NP,Willow,https://www.alleghenycounty.us/parks/north-park/willows.aspx,80,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.594572209211,40.353122993244,1344802.77980614,466453.691031396
6687,1816,,Woods,Shelter,130,North Park,NP,Woods,https://www.alleghenycounty.us/parks/north-park/woods.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.591023752649,40.350773967476,1347479.13108072,464007.845857471
6688,1817,,Wyoming,Shelter,130,North Park,NP,Wyoming,https://www.alleghenycounty.us/parks/north-park/wyoming.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.004448258958,40.365359024768,1340484.73365222,474901.304385483
6689,1818,,Visitors Center,Building,10,Round Hill Park,RH,Visitors Center,https://www.alleghenycounty.us/parks/round-hill/visitors-center.aspx,60,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.510846055509,40.14310213953,1381658.67459814,337981.997844055
