_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_near,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y,x2,y2
6767,1897,,Glenwood,Shelter,130,South Park,SP,Glenwood,https://www.alleghenycounty.us/parks/south-park/glenwood.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.595829716433,40.183692327203,1341218.71151496,363869.417525813
6768,1898,,Grant,Shelter,130,South Park,SP,Grant,https://www.alleghenycounty.us/parks/south-park/grant.aspx,40,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,-80.002862962822,40.191428994863,1338966.38596714,367709.361945644
6769,1899,,Harbor,Shelter,130,South Park,SP,Harbor,https://www.alleghenycounty.us/parks/south-park/harbor.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.001933400536,40.185446683284,1339634.91842271,365685.672423482
6770,1900,,Indiana,Shelter,130,South Park,SP,Indiana,https://www.alleghenycounty.us/parks/south-park/indiana.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.005862645115,40.191490947635,1336645.35583231,367831.540835142
6771,1901,,Lebanon,Shelter,130,South Park,SP,Lebanon,https://www.alleghenycounty.us/parks/south-park/lebanon.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.010054550755,40.193613839748,1336551.89998247,369982.853461638
6772,1902,,Lost Spring,Shelter,130,South Park,SP,Lost Spring,https://www.alleghenycounty.us/parks/south-park/lost-spring.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00210423901,40.184812754612,1339486.24352323,365047.774421066
6773,1903,,Maryland,Shelter,130,South Park,SP,Maryland,https://www.alleghenycounty.us/parks/south-park/maryland.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.005103950391,40.191449268026,1337231.72605065,367774.306369558
6774,1904,,Mercer,Shelter,130,South Park,SP,Mercer,https://www.alleghenycounty.us/parks/south-park/mercer.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.003720522172,40.183533263141,1338201.49215572,363785.462641224
6775,1905,,Mifflin,Shelter,130,South Park,SP,Mifflin,https://www.alleghenycounty.us/parks/south-park/mifflin.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.004213985636,40.183365012979,1337814.98472664,363625.048591971
6776,1906,,Missouri,Shelter,130,South Park,SP,Missouri,https://www.alleghenycounty.us/parks/south-park/missouri.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000447272302,40.1908003674,1340820.63258672,367025.682210639
6777,1907,,Monroe,Shelter,130,South Park,SP,Monroe,https://www.alleghenycounty.us/parks/south-park/monroe.aspx,40,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.000958562548,40.195417701559,1340543.9031533,371706.652835563
6778,1908,,Montour,Shelter,130,South Park,SP,Montour,https://www.alleghenycounty.us/parks/south-park/montour.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.005870890554,40.193696930947,1336696.25172789,370063.257500306
6779,1909,,Outlook,Shelter,130,South Park,SP,Outlook,https://www.alleghenycounty.us/parks/south-park/outlook.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-79.595526022218,40.184503789018,1341474.80385056,364684.296801567
6780,1910,,Parcell,Shelter,130,South Park,SP,Parcell,https://www.alleghenycounty.us/parks/south-park/parcell.aspx,40,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.001729722505,40.184980585911,1339780.59726521,365210.143190816
6781,1911,,Pitt,Shelter,130,South Park,SP,Pitt,https://www.alleghenycounty.us/parks/south-park/pitt.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.012889412586,40.192805363935,1334336.01301005,369221.456362396
6782,1912,,Stevens,Shelter,130,South Park,SP,Stevens,https://www.alleghenycounty.us/parks/south-park/stevens.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000292735551,40.183430612719,1340853.39269181,363613.807144642
6783,1913,,Stone Manse,Shelter,130,South Park,SP,Stone Manse,https://www.alleghenycounty.us/parks/south-park/stone-manse.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001864643357,40.191217006166,1339733.90346096,367475.159330055
6784,1914,,Sunny Slope,Shelter,130,South Park,SP,Sunny Slope,https://www.alleghenycounty.us/parks/south-park/sunny-slope.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594603933282,40.184592774311,1342191.15149923,364756.138193309
6785,1915,,Sunny Wood,Shelter,130,South Park,SP,Sunny Wood,https://www.alleghenycounty.us/parks/south-park/sunny-wood.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.594777426911,40.184633181761,1342057.84008606,364800.432396054
6786,1916,,Sunset Hills,Shelter,130,South Park,SP,Sunset Hills,https://www.alleghenycounty.us/parks/south-park/sunset-hills.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,-80.003434492167,40.192884558824,1338561.53539889,369193.121117234
6787,1917,,Tamarac,Shelter,130,South Park,SP,Tamarac,https://www.alleghenycounty.us/parks/south-park/tamarac.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.011682543369,40.192419768198,1335260.39534764,368807.33579956
6788,1918,,Texas,Shelter,130,South Park,SP,Texas,https://www.alleghenycounty.us/parks/south-park/texas.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00367530387,40.193456707641,1338389.90352431,369776.675068229
6789,1919,,Valley Height,Shelter,130,South Park,SP,Valley Height,https://www.alleghenycounty.us/parks/south-park/valley-height.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.0038772983,40.195890394176,1338296.55167688,372242.580241397
6790,1920,,Vista,Shelter,130,South Park,SP,Vista,https://www.alleghenycounty.us/parks/south-park/vista.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.004672401749,40.191510733291,1337567.46520856,367827.917482808
6791,1921,,Willow Tree,Shelter,130,South Park,SP,Willow Tree,https://www.alleghenycounty.us/parks/south-park/willow-tree.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001078151997,40.184308044138,1340267.79642205,364516.92410481
6792,1922,,Wilson,Shelter,130,South Park,SP,Wilson,https://www.alleghenycounty.us/parks/south-park/wilson.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.593416145356,40.185419051542,1343132.19423656,365568.614914805
6793,1923,,Woodland Crest,Shelter,130,South Park,SP,Woodland Crest,https://www.alleghenycounty.us/parks/south-park/woodland-crest.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000847885799,40.19099327345,1340515.40878773,367228.736266479
6794,1924,,All Purpose Field,Field - Mutlipurpose,63,White Oak Park,WO,All Purpose Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.474594951095,40.202337634578,1398184.10808264,373259.118890733
6795,1925,,Beech,Shelter,130,White Oak Park,WO,Beech,https://www.alleghenycounty.us/parks/white-oak/beech.aspx,85,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.475071160067,40.20222927997,1397812.92280139,373158.046914399
6796,1926,,Blue Spruce,Shelter,130,White Oak Park,WO,Blue Spruce,https://www.alleghenycounty.us/parks/white-oak/blue-spruce.aspx,85,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.475634138075,40.195943913151,1397323.45560446,370856.157161221
6797,1927,,Cedar 1,Shelter,130,White Oak Park,WO,Cedar 1,https://www.alleghenycounty.us/parks/white-oak/cedar-1.aspx,85,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.474730339672,40.2009797788,1398047.46235855,371887.867040053
6798,1928,,Cedar 2,Shelter,130,White Oak Park,WO,Cedar 2,https://www.alleghenycounty.us/parks/white-oak/cedar-2.aspx,42,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.475203573824,40.200886490171,1397678.91257071,371801.985322058
6799,1929,,Chestnut,Shelter,130,White Oak Park,WO,Chestnut,https://www.alleghenycounty.us/parks/white-oak/chestnut.aspx,85,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-79.472831748713,40.204400294044,1399597.28143738,375314.229609892
6800,1930,,Dogwood,Shelter,130,White Oak Park,WO,Dogwood,https://www.alleghenycounty.us/parks/white-oak/dogwood.aspx,42,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.474662370052,40.201388302733,1398109.66006881,372299.932488889
6801,1931,,Magnolia,Shelter,130,White Oak Park,WO,Magnolia,https://www.alleghenycounty.us/parks/white-oak/magnolia.aspx,85,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-79.474604570095,40.201775645826,1398163.48673281,372690.75290148
6802,1932,,Maple,Shelter,130,White Oak Park,WO,Maple,https://www.alleghenycounty.us/parks/white-oak/maple.aspx,105,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-79.475471756423,40.200612370441,1397464.86050539,371529.487179399
6803,1933,,Poplar,Shelter,130,White Oak Park,WO,Poplar,https://www.alleghenycounty.us/parks/white-oak/poplar-1.aspx,85,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.474740601286,40.200391891022,1398025.73339939,371293.312126815
6804,1934,,Redwood,Shelter,130,White Oak Park,WO,Redwood,https://www.alleghenycounty.us/parks/white-oak/redwood-1.aspx,85,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-79.480426401186,40.201456003593,1396745.62473914,372400.109125808
6805,1935,,Sumac,Shelter,130,White Oak Park,WO,Sumac,https://www.alleghenycounty.us/parks/white-oak/sumac.aspx,42,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.47596773358,40.201882924733,1397110.72866772,372823.759197146
6806,1936,,Tulip Tree,Shelter,130,White Oak Park,WO,Tulip Tree,https://www.alleghenycounty.us/parks/white-oak/tulip-tree.aspx,85,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.475393859339,40.195790704947,1397505.88306114,370696.847440481
6807,1937,,Willow,Shelter,130,White Oak Park,WO,Willow,https://www.alleghenycounty.us/parks/white-oak/willow.aspx,100,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.475660330619,40.20034735813,1397312.64919564,371264.774126142
6808,1938,,Wedding Garden,Wedding Site,140,White Oak Park,WO,Wedding Garden,https://www.alleghenycounty.us/parks/white-oak/wedding-garden.aspx,70,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.473059294989,40.201897560195,1399362.59752356,372786.395754814
6809,1939,,Nevin,Shelter,130,South Park,SP,Nevin,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595674131907,40.182799021593,1341316.17949589,362962.685415387
6810,1940,,Celeron,Shelter,130,South Park,SP,Celeron,https://www.alleghenycounty.us/parks/south-park/celeron.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001068175212,40.185752092207,1340312.79764439,365977.516656056
6811,1941,,Administration Building,Building,,North Park,NP,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010266432719,40.363905233653,1339045.29132114,473466.542819306
6812,1942,,J.C. Stone Field Locker Rooms,Building,,North Park,NP,J.C. Stone Field Locker Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004119678233,40.354802395647,1340568.15277672,468261.846207723
6813,1943,,Observation Tower,Building,,North Park,NP,Observation Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005877936367,40.370309041492,1339407.23088597,475890.649519637
6814,1944,,Administration Building/Police,Building,,South Park,SP,Administration Building/Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594585258974,40.181713053406,1342131.50594921,361842.659440219
6815,1945,,Agricultural Building,Building,,South Park,SP,Agricultural Building,https://www.alleghenycounty.us/parks/south-park/agricultural-building.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594831059272,40.181255212621,1341929.35281022,361384.35392639
6816,1946,,South Park Theatre,Building,,South Park,SP,South Park Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594586763063,40.182748586036,1342156.98949406,362890.228211224
6817,1947,,Oliver Miller Homestead,Building,,South Park,SP,Oliver Miller Homestead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002355243235,40.19123417806,1339354.4744298,367502.236047566
6818,1948,,Round Barn,Building,,South Park,SP,Round Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595728734758,40.182456999613,1341265.07854822,362617.775344059
6819,1949,,Administration Building,Building,,White Oak Park,WO,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.470198614801,40.202953068603,1401601.75282213,373803.097461566
6820,1950,,Warehouse,Building,,Boyce Park,BP,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.442065663532,40.283221871943,1415190.47269189,422351.194590896
6821,1951,,Game Preserve Office,Building,,South Park,SP,Game Preserve Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001310708715,40.183210311916,1340059.36114338,363411.062143311
6822,1952,,Pump House,Other,,Boyce Park,BP,Pump House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.450647822091,40.273398305025,1411516.83601031,416539.570715472
6823,1953,,Administration Building,Building,,Boyce Park,BP,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.45096227839,40.273765074035,1411282.25281805,416916.135907233
6824,1954,,Nature Center,Other,,Boyce Park,BP,Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.45135152131,40.273825859087,1410982.86168456,416984.455324396
6825,1955,,Gate House,Building,,Hartwood Acres Park,HA,Gate House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.541930566339,40.335200986663,1369730.97535647,455788.478437975
6826,1956,,Angora Gardens,Other,,White Oak Park,WO,Angora Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.470388001687,40.202801894445,1401451.6238573,373653.538377479
6827,1957,,J.C. Stone Field Concession Stand,Other,,North Park,NP,J.C. Stone Field Concession Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004119531753,40.354718976425,1340566.10422438,468177.453003809
6828,1958,,Golf Course Clubhouse,Building,,North Park,NP,Golf Course Clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.011674835717,40.362366342944,1337919.40741806,471937.647255063
6829,1959,,80th Division Monument,Other,,North Park,NP,80th Division Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.59472203701,40.353949445888,1344708.50670072,467292.707069889
6830,1960,,Filtration Plant,Other,,North Park,NP,Filtration Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.59423499606,40.351913277005,1345031.71635614,465223.274200886
6831,1961,,Tennis Court Building,Building,,North Park,NP,Tennis Court Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005212324022,40.36243513924,1339819.8337353,471958.475297391
6832,1962,,Naturalist's House,Building,,South Park,SP,Naturalist's House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002170359884,40.191589140341,1339506.80516189,367857.655284226
6833,1963,,Golf Course Clubhouse,Building,,South Park,SP,Golf Course Clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595682460068,40.192557062337,1341458.10834588,368787.65440847
6834,1964,,Nature Center,Other,,South Park,SP,Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594497914129,40.181492750818,1342193.48417172,361618.081805393
6835,1965,,Skybus Building,Building,,South Park,SP,Skybus Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001341352027,40.184802639192,1340076.7466073,365022.454917893
6836,1966,,Haunted House,Other,,South Park,SP,Haunted House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003354169475,40.195987167976,1338704.0387228,372330.109593898
6837,1967,,Log House,Building,,Boyce Park,BP,Log House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.442743816676,40.274569396094,1414560.41424072,417656.139020398
6838,1968,,Green Houses,Other,,Hartwood Acres Park,HA,Green Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.544339915597,40.340445057032,1367902.92192598,457092.506341726
6839,1969,,Maple Sugering House,Building,,Harrison Hills Park,HH,Maple Sugering House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.421327867367,40.394345178954,1426534.04678947,490041.447989643
6840,1970,,Administration Building/Maintenance ,Building,,Harrison Hills Park,HH,Administration Building/Maintenance ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.421080499297,40.392412414271,1426681.37917197,488081.776712149
6841,1971,,Wagman Observatory,Building,,Deer Lakes Park,DL,Wagman Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.484454072674,40.373392762639,1396083.67855647,477622.929519638
6842,1972,,Farm House,Building,,Round Hill Park,RH,Farm House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.510382746404,40.142894241968,1382012.84154072,337763.133452401
6843,1973,,Log Cabin (Settler's Cabin),Building,,Settler's Cabin Park,SC,Log Cabin (Settler's Cabin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.100950151801,40.25049786382,1294962.85094289,404374.621620223
6844,1974,,Watts Memorial Overlook Deck,Other,,Harrison Hills Park,HH,Watts Memorial Overlook Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.413788402656,40.39069276734,1429179.67174755,486285.965015054
6845,1975,,Old Pool Bath House,Building,,South Park,SP,Old Pool Bath House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004761506228,40.192369168956,1337520.73203431,368698.072238564
6846,1976,,Lakeview Baseball Field,Field - Baseball,,North Park,NP,Lakeview Baseball Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001383814475,40.362814383039,1342781.47709022,472266.605586648
6847,1977,,Wyoming Field,Other,,North Park,NP,Wyoming Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004642246488,40.365248866693,1340332.32778905,474793.696004897
6848,1978,,Senior Citizens Softball Complex 1,Field - Softball,,North Park,NP,Senior Citizens Softball Complex 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005636002903,40.370727263959,1339604.59269597,476308.955441564
6849,1979,,Senior Citizens Softball Complex 2,Field - Softball,,North Park,NP,Senior Citizens Softball Complex 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005878829756,40.370533771669,1339412.3778573,476118.014222398
6850,1980,,BMX Track,BMX Track,,South Park,SP,BMX Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001959094667,40.195761598022,1339778.20816238,372074.311549067
6851,1981,,Ski Slopes,Ski Slopes,,Boyce Park,BP,Ski Slopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.445704445101,40.273614233001,1412250.78631406,416741.505350977
6852,1982,,Archery Range,Archery Range,,Boyce Park,BP,Archery Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.444899589334,40.281804535364,1412968.61886789,420966.709498972
6853,1983,,Remote Control Airplane Field,Remote Control Airplane Field,,Boyce Park,BP,Remote Control Airplane Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.443756687778,40.274248829105,1413770.42074198,417349.485762313
6854,1984,,Off-Leash Dog Park,Dog Park,,South Park,SP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001482222808,40.184883338948,1339969.74321239,365106.875024647
6855,1985,,Exhibit Garden,Building,,Round Hill Park,RH,Exhibit Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.505620613808,40.142849246857,1382602.59364206,337703.562705398
6856,1986,,Upper Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Upper Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.553121888031,40.341153669564,1364231.37382288,457899.996852726
6857,1987,,Lower Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Lower Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.552877751423,40.341139979611,1364419.37410305,457881.507716477
6858,1988,,Practice Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Practice Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.553575912088,40.341385863448,1363886.9037113,458143.530158311
6859,1989,,Remote Control Airplane Field,Remote Control Airplane Field,,South Park,SP,Remote Control Airplane Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.000768762477,40.180635134045,1340412.61273347,360795.321967974
6860,1990,,Practice Horse Show Ring,Horse Show Ring,,North Park,NP,Practice Horse Show Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.013606857352,40.361520082103,1336407.7106383,471119.90315564
6861,1991,,Skate Park,Skate Park,,Boyce Park,BP,Skate Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.443846158636,40.272078712457,1413651.70247547,415155.567249894
6862,1992,,Horse Show Area,Horse Show Ring,,Hartwood Acres Park,HA,Horse Show Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.552190487785,40.341128786169,1364949.29167838,457857.130796731
6863,1993,,Off-Leash Dog Park,Dog Park,,Hartwood Acres Park,HA,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.551638972104,40.340954760037,1365370.43486497,457670.608860061
6864,1994,,Off-Leash Dog Park,Dog Park,,White Oak Park,WO,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.472838051005,40.202612757272,1399550.59714755,373505.969118804
6865,1995,,Off-Leash Dog Park,Dog Park,,North Park,NP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010121740481,40.363070397095,1339135.15957972,472619.122270063
6866,1996,,Chestnut Volleyball Court,Court - Volleyball,,White Oak Park,WO,Chestnut Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.472991078414,40.204543817518,1399477.30858022,375462.277542144
