_id,Client ID,Name,Legal Name,Start Date,Street #,Street Name,State,Neighbourhood,Zip,Lat,Lon,Accuracy,Category
176,2.02E+11,BP South Braddock,Shiv Oil Inc,6/10/2015,1600,Braddock Av,PA,PITTSBURGH,15218,40.426943,-79.890856,9,Convenience Store
177,2.01E+11,BP Stop & Go,Shiv Sankar Corp,10/22/2013,638,Brown Av,PA,TURTLE CREEK,15145,40.42596,-79.8345,9,Convenience Store
178,2.01E+11,BP/ BFS Foods #64,BFS Foods Inc,12/14/2007,3984,Monroeville Blvd,PA,MONROEVILLE,15146,40.436011,-79.773069,9,Convenience Store
179,2.01E+11,BP/ Fueland #216,Superior Petroleum Co,6/16/2005,625,Ardmore Blvd,PA,PITTSBURGH,15221,40.437049,-79.873803,9,Convenience Store
180,2.01E+11,Broadway Dairy Mart,,7/19/2007,412,Broadway Ave,PA,MCKEES ROCKS,15136,40.46921,-80.068713,9,Convenience Store
181,2.01E+11,Broadway Market,,5/14/2013,295,Broadway Av,PA,MCKEES ROCKS,15136,40.467589,-80.067325,9,Convenience Store
182,2.01E+11,Bryant Street Market,Bryant St Market Inc,4/15/2010,5901,Bryant St,PA,PITTSBURGH,15206,40.475878,-79.91957,9,Convenience Store
183,2.01E+11,C & C News & Snax,,4/2/2009,2,Ppg Pl,PA,PITTSBURGH,15222,40.440491,-80.00349,9,Convenience Store
184,2.01E+11,CeeBee Market,,2/1/2014,202,Brownsville Rd,PA,PITTSBURGH,15210,40.4158,-79.987353,9,Convenience Store
185,2.00E+11,Center Point Convenience,,9/25/2003,4061,Perrysville Ave,PA,PITTSBURGH,15214,40.492315,-80.0217,9,Convenience Store
186,2.00E+11,Cheneh A - Plus Mini Mart,Cheneh A - Plus LLC,8/3/2004,5013,Butler St,PA,PITTSBURGH,15201,40.478309,-79.956214,9,Convenience Store
187,46062,Christy's Market,,7/17/1990,555,Foundry St,PA,PITTSBURGH,15215,40.50358,-79.937308,9,Convenience Store
188,2.01E+11,Chuong's Market,,10/18/2007,2208,Arlington Ave,PA,PITTSBURGH,15210,40.417017,-79.975536,9,Convenience Store
189,2.01E+11,CIO Stores #14,Ivan LLC 3,9/27/2012,1909,Painters Run Rd,PA,PITTSBURGH,15241,40.363565,-80.086297,9,Convenience Store
190,2.00E+11,Circle K #4200,Mac's Convenience Stores LLC,8/22/2002,2903,Brighton Rd,PA,PITTSBURGH,15212,40.471598,-80.02729,9,Convenience Store
191,2.00E+11,Circle K #4201,Mac's Convenience Stores LLC,8/20/2002,501,Main St,PA,PITTSBURGH,15215,40.494777,-79.936723,9,Convenience Store
192,2.00E+11,Circle K #4202,Mac's Convenience Stores LLC,8/20/2002,3817,Butler St,PA,PITTSBURGH,15201,40.467553,-79.964223,9,Convenience Store
193,2.01E+11,Circle K #4235,Mac's Convenience Stores LLC,11/10/2011,200,Market Place Dr,PA,OAKDALE,15071,40.441153,-80.240396,9,Convenience Store
194,2.02E+11,City News & Arcade,,7/31/2015,418,Wood St,PA,PITTSBURGH,15222,40.43978,-80.000753,9,Convenience Store
195,2.01E+11,Co Go #1808,Brookline Minimart Inc,3/5/2007,1001,Brookline Blvd,PA,PITTSBURGH,15226,40.392358,-80.017326,9,Convenience Store
196,2.00E+11,Co Go's #1817,USMA United Enterprise Inc,12/16/2004,2800,Brownsville Rd,PA,PITTSBURGH,15227,40.383403,-79.977468,9,Convenience Store
197,2068,Co Go's #321,Co Go's,6/17/1984,2733,South Park Road,PA,BETHEL PARK,15102,40.327631,-80.031909,9,Convenience Store
198,2.01E+11,Co Go's #322,Ultra Biz Inc,5/22/2008,510,Station St,PA,BRIDGEVILLE,15017,40.357225,-80.110748,9,Convenience Store
199,2.01E+11,Co Go's #329,Co Go's,1/1/2006,1050,Brinton Rd,PA,PITTSBURGH,15221,40.429065,-79.874667,9,Convenience Store
200,2.01E+11,Co Go's #338,Co Go's,5/1/2006,3767,Brownsville Rd,PA,PITTSBURGH,15227,40.37061,-79.974834,9,Convenience Store
201,2.01E+11,Co Go's #496,Co Go's,8/4/2010,721,Island Av,PA,MCKEES ROCKS,15136,40.473124,-80.062598,9,Convenience Store
202,41905,Co Go's #777,Co Go's,1/27/1987,20,Bailey Av,PA,PITTSBURGH,15211,40.426751,-80.004641,9,Convenience Store
203,2.01E+11,Co Go's #786,Conburgh Covience Inc,6/27/2007,2003,S Braddock Ave,PA,PITTSBURGH,15218,40.422453,-79.885302,9,Convenience Store
204,33210,Co Go's #801,Co Go's,6/17/1984,1709,Saw Mill Run Blvd,PA,PITTSBURGH,15210,40.395816,-79.997403,9,Convenience Store
205,2.00E+11,Co Go's #811,CE Corp,9/5/2003,314,Scenery Dr,PA,ELIZABETH,15037,40.278022,-79.837547,9,Convenience Store
206,40500,Co Go's #812,Co Go's,2/24/1986,1501,N Canal St,PA,PITTSBURGH,15215,40.496714,-79.926033,9,Convenience Store
207,41462,Co Go's #813,Co Go's,9/9/1986,925,E Carson St,PA,PITTSBURGH,15203,40.428967,-79.989023,9,Convenience Store
208,41661,Co Go's #814,Co Go's,11/5/1986,304,Virginia Ave,PA,PITTSBURGH,15211,40.431339,-80.010762,9,Convenience Store
209,2.01E+11,Co Go's #821,Co Go's,4/7/2009,1513,Lincoln Wa,PA,MCKEESPORT,15131,40.349044,-79.817798,9,Convenience Store
210,2.00E+11,Cochran A-Plus Sunoco #60568,,9/14/2001,1630,Cochran Rd,PA,PITTSBURGH,15220,40.392207,-80.061257,9,Convenience Store
211,2.01E+11,CoGo's #1493,Saikripa Inc,11/16/2012,620,Lincoln Av,PA,PITTSBURGH,15202,40.497549,-80.058938,9,Convenience Store
212,2.01E+11,CoGo's #1784,,11/20/2012,1530,Potomac Av,PA,PITTSBURGH,15216,40.397238,-80.03548,9,Convenience Store
213,2.01E+11,ComBlvd Mini Mart,Corporation S,4/10/2013,1235,Muldowney St,PA,PITTSBURGH,15207,40.368932,-79.914005,9,Convenience Store
214,2.01E+11,Comet News,,11/4/2011,540,Braddock Av,PA,BRADDOCK,15104,40.403638,-79.869559,9,Convenience Store
215,57100,Coraopolis Fast Stop,Rebco Ent Inc,1/22/1998,879,4th Ave,PA,CORAOPOLIS,15108,40.51961,-80.166401,9,Convenience Store
216,2.01E+11,Craft A-Plus,Sgn-Craft Ave LLC,2/2/2005,301,Craft Ave,PA,PITTSBURGH,15213,40.435614,-79.96088,9,Convenience Store
217,2.01E+11,Croskey's Sunoco,Cross - Keys LLC,4/24/2007,806,Freeport Rd,PA,PITTSBURGH,15238,40.498863,-79.85316,9,Convenience Store
218,365,Crossroads Service Center,Crossroads Service Center Inc,1/1/1970,4600,Homestead Duquesne Rd,PA,WEST MIFFLIN,15122,40.376274,-79.894553,9,Convenience Store
219,2.01E+11,Curry Hollow Sunoco,,7/12/2010,340,Curry Hollow Rd,PA,PITTSBURGH,15236,40.337461,-79.977244,9,Convenience Store
220,2.01E+11,CVS / Pharmacy #10034,Pennsylvania CVS Pharmacy LLC,10/17/2012,611,Duncan Av,PA,PITTSBURGH,15237,40.567824,-80.02325,9,Convenience Store
221,2.00E+11,Daily Mart,,8/26/2004,1125,Arlington Ave,PA,PITTSBURGH,15203,40.422044,-79.991713,9,Convenience Store
222,2.02E+11,Dar's General Store,,9/2/2015,709,Chartiers Av,PA,MCKEES ROCKS,15136,40.465584,-80.06193,9,Convenience Store
223,2.01E+11,Deurali Bazar Inc,,2/12/2014,309,Brownsville Rd,PA,PITTSBURGH,15210,40.414053,-79.988023,9,Convenience Store
224,35569,DiLeo's Deli,,1/1/1980,1009,9th Av,PA,BRACKENRIDGE,15014,40.609868,-79.741569,9,Convenience Store
225,2.02E+11,Dipen Ent Inc / Marathon,Dipen Enterprise Inc,1/27/2016,3646,Library Rd,PA,PITTSBURGH,15234,40.365139,-80.019469,9,Convenience Store
226,2.01E+11,DJ's Butcher Block,DKSJR,11/26/2012,4623,Liberty Av,PA,PITTSBURGH,15224,40.462454,-79.949999,9,Convenience Store
227,2.02E+11,Dollar General #15784,Penntex Ventures LLC,6/29/2015,2301,Brownsville Rd,PA,SOUTH PARK,15129,40.298348,-79.993658,9,Convenience Store
228,2.01E+11,Dollar Tree #00236,Dollar Tree Stores Inc,5/5/2008,240,Mt NeBlvd Pointe Dr,PA,PITTSBURGH,15237,40.534703,-80.065129,9,Convenience Store
229,2.01E+11,Dollar Tree #05038,Dollar Tree Stores Inc,8/3/2012,4714,Mcknight Rd,PA,PITTSBURGH,15237,40.521242,-80.004588,9,Convenience Store
230,2.02E+11,Dollar Tree #06413,Dollar Tree Stores Inc,7/11/2016,4680,Old William Penn Highway,PA,MONROEVILLE,15146,40.438817,-79.741022,9,Convenience Store
231,2.00E+11,Dollar Tree #1272,Dollar Tree Stores Inc,7/27/1999,5990,University Blvd,PA,CORAOPOLIS,15108,40.521267,-80.219777,9,Convenience Store
232,2.01E+11,Dollar Tree #4222,Dollar Tree Stores Inc,8/24/2009,1020,Village Center Dr,PA,TARENTUM,15084,40.568368,-79.803954,9,Convenience Store
233,2.01E+11,Dollar Tree #4287,Dollar Tree Stores Inc,11/12/2009,47,Walsh Rd,PA,PITTSBURGH,15205,40.440254,-80.071174,9,Convenience Store
234,2.01E+11,Double Car Wash,Center Independent Oil Stores LLC,8/4/2014,2305,O'Neil Blvd,PA,MCKEESPORT,15131,40.351707,-79.829165,9,Convenience Store
235,2.00E+11,DuBlvdis B P II,,9/17/2002,4731,Buttermilk Hollow Rd,PA,WEST MIFFLIN,15122,40.359269,-79.907848,9,Convenience Store
236,52811,DuBlvdis BP,,10/11/1994,1006,E Carson St,PA,PITTSBURGH,15203,40.428491,-79.988222,9,Convenience Store
237,37769,East Park News,,4/14/1984,406,E OHighwayo St,PA,PITTSBURGH,15212,40.453472,-80.001337,9,Convenience Store
238,2.02E+11,Eddies Snacks & Smokes,Eddies Snacks & Smokes LLC,6/16/2015,262,5th Ave,PA,PITTSBURGH,15219,40.440665,-80.000665,9,Convenience Store
239,2.01E+11,Eden's Market,,8/1/2009,99,Alfred St,PA,PITTSBURGH,15228,40.380757,-80.044191,9,Convenience Store
240,45463,Eiben Services,Ron Eiben Inc,1/5/1990,2929,Churchview Ave,PA,PITTSBURGH,15227,40.385355,-79.973001,9,Convenience Store
241,49482,Elizabeth BP,,12/26/1993,141,Mckeesport Rd,PA,ELIZABETH,15037,40.274669,-79.883592,9,Convenience Store
242,36267,Els Convenience Stop,,6/17/1984,1614,Penn Ave,PA,PITTSBURGH,15221,40.442694,-79.867069,9,Convenience Store
243,2.00E+11,Ethnic Foods,,6/27/2003,4371,Murray Ave,PA,PITTSBURGH,15217,40.420038,-79.928022,9,Convenience Store
244,2.00E+11,Etna Express,Javed I Ahmeo Inc,8/9/2004,421,Butler St,PA,PITTSBURGH,15223,40.498662,-79.944097,9,Convenience Store
245,2.01E+11,Express Mini Mart @ BP Fueland,Varneeraj Corp,4/18/2013,501,Lowries Run Rd,PA,PITTSBURGH,15237,40.533915,-80.053035,9,Convenience Store
246,2.02E+11,Express Uni-Mart,,1/14/2016,612,Old Clairton Rd,PA,PITTSBURGH,15236,40.324988,-79.957677,9,Convenience Store
247,2.01E+11,Exxon Cheswick,Bhangal LLC,10/21/2014,1003,Freeport Rd,PA,CHESWICK,15024,40.540678,-79.814181,9,Convenience Store
248,2.01E+11,EZ Energy #305 / 7 Eleven #36185H,7 Eleven Inc,10/22/2012,2269,Noblestown Rd,PA,PITTSBURGH,15205,40.42805,-80.053313,9,Convenience Store
249,2.01E+11,EZ Energy #308 / 7 Eleven #36188H,7 Eleven Inc,11/20/2012,4775,Mcknight Rd,PA,PITTSBURGH,15237,40.521671,-80.005583,9,Convenience Store
250,2.01E+11,EZ Energy #309 / 7 Eleven Store #36189H,7-Eleven Inc,10/16/2012,6250,Library Rd,PA,BETHEL PARK,15102,40.293358,-80.031019,9,Convenience Store
251,2.01E+11,EZ Energy #315 / 7 Eleven #36195H,7 Eleven Inc,10/15/2012,2,Heckle Rd,PA,MCKEES ROCKS,15136,40.474295,-80.094876,9,Convenience Store
252,2.01E+11,EZ Energy #354 / 7 Eleven #36199H,7 Eleven Inc,11/20/2012,1102,Perry Highwayghway,PA,PITTSBURGH,15237,40.544999,-80.035607,9,Convenience Store
253,2.01E+11,EZ Energy #361 / 7 Eleven #36205H,7-Eleven Inc,10/12/2012,6106,Saltsburg Rd,PA,VERONA,15147,40.484089,-79.818876,9,Convenience Store
254,2.01E+11,Family Dollar #7199,Family Dollar Stores of PA Inc,1/23/2006,1917,Centre Ave,PA,PITTSBURGH,15213,40.443703,-79.980664,9,Convenience Store
255,2.01E+11,Fast Eddie's Food-N-Fuel / G-Man Pizza & Deli,Route 30 Development LLP,11/24/2008,1424,U.S. Route 30,PA,CLINTON,15026,40.493478,-80.306274,9,Convenience Store
256,42946,Fast Stop,,10/26/1987,620,Mcgovern Blvd,PA,CORAOPOLIS,15108,40.54535,-80.218291,9,Convenience Store
257,56962,Forbes Ave Market,,11/14/1997,2005,Forbes Av,PA,PITTSBURGH,15219,40.437573,-79.977418,9,Convenience Store
258,40715,Fourth St Market,,4/15/1986,529,4th St,PA,BRADDOCK,15104,40.407309,-79.869172,9,Convenience Store
259,2.01E+11,Frankstown Shell,SG II Group LLC,2/26/2009,6701,Frankstown Ave,PA,PITTSBURGH,15208,40.458838,-79.90757,9,Convenience Store
260,51538,Fratangelo Garden,,4/26/1994,1014,Brodhead Rd,PA,CORAOPOLIS,15108,40.525828,-80.224015,9,Convenience Store
261,2.01E+11,Frick Park Market,Frick Park Market LLC,8/11/2008,7103,Reynolds St,PA,PITTSBURGH,15208,40.447214,-79.905123,9,Convenience Store
262,54565,Friend's Shell Food Shop,,11/21/1995,5735,Baum Blvd,PA,PITTSBURGH,15206,40.458897,-79.932637,9,Convenience Store
263,2.01E+11,Fueland,Yogi Oil Corporation,5/7/2013,801,Island Av,PA,MCKEES ROCKS,15136,40.473586,-80.063464,9,Convenience Store
264,55778,Fueland #1,Milo C Ritton Inc,9/6/1996,431,West 7th Ave,PA,HOMESTEAD,15120,40.402631,-79.917951,9,Convenience Store
265,2.01E+11,Fulland Green Tree,Mahdev Corp,5/1/2013,2373,Noblestown Rd,PA,PITTSBURGH,15205,40.426565,-80.056017,9,Convenience Store
266,2.02E+11,Gaby Et Jules @ Market Street Grocery,Gaby Et Jules LLC,4/27/2015,435,Market St,PA,PITTSBURGH,15222,40.441173,-80.002364,9,Convenience Store
267,2.01E+11,Garfield Hill Market,Garfield Hill Market Inc,9/23/2010,340,N. Aiken Av,PA,PITTSBURGH,15206,40.467559,-79.93441,9,Convenience Store
268,2.01E+11,Gas n' At,,10/29/2012,5700,Homeville Rd,PA,WEST MIFFLIN,15122,40.366344,-79.871442,9,Convenience Store
269,2.02E+11,Get Go #3205,Giant Eagle Inc,6/26/2015,350,East Main St,PA,CARNEGIE,15106,40.409689,-80.082978,9,Convenience Store
270,2.01E+11,Get It Quick,Accurate Business Solutions Inc,4/5/2012,500,Garden City Dr,PA,MONROEVILLE,15146,40.44872,-79.780666,9,Convenience Store
271,2.01E+11,Getgo # 3003,Giant Eagle Inc,1/11/2013,3247,E Carson St,PA,PITTSBURGH,15203,40.423126,-79.960079,9,Convenience Store
272,2.01E+11,Getgo #3021,Giant Eagle Inc,1/31/2013,7675,Mcknight Rd,PA,PITTSBURGH,15237,40.545311,-80.016893,9,Convenience Store
273,2.01E+11,GetGo #3038,Giant Eagle Inc,10/14/2010,5801,Forward Av,PA,PITTSBURGH,15217,40.429982,-79.923159,9,Convenience Store
274,2.01E+11,GetGo #3043,Giant Eagle Inc,12/10/2008,140,Towne Center Dr,PA,WEXFORD,15090,40.631618,-80.055692,9,Convenience Store
275,2.00E+11,GetGo #3060,Giant Eagle Inc,8/23/2004,4000,Monroeville Blvd,PA,MONROEVILLE,15146,40.435393,-79.77265,9,Convenience Store
276,45197,GetGo #3102,Giant Eagle Inc,9/9/1989,1137,WasHighwayngton Av,PA,CARNEGIE,15106,40.396745,-80.084329,9,Convenience Store
277,2.01E+11,Getgo #3106,Giant Eagle Inc,5/8/2006,408,Penn Av,PA,PITTSBURGH,15221,40.444932,-79.88936,9,Convenience Store
278,44982,GetGo #3107,Giant Eagle Inc,8/7/1989,4000,Butler St,PA,PITTSBURGH,15201,40.468733,-79.961717,9,Convenience Store
279,45187,GetGo #3117,Giant Eagle Inc,9/27/1989,117,S 18th St,PA,PITTSBURGH,15203,40.427557,-79.980338,9,Convenience Store
280,2.00E+11,GetGo #3128,Giant Eagle Inc,11/30/2004,5281,Library Rd,PA,BETHEL PARK,15102,40.331327,-80.02207,9,Convenience Store
281,44987,GetGo #3140,Giant Eagle Inc,8/4/1989,4685,Old Wm Penn Hwy,PA,MONROEVILLE,15146,40.440985,-79.742885,9,Convenience Store
282,2.01E+11,GetGo #3172,Giant Eagle Inc,8/10/2007,1081,Freeport Rd,PA,PITTSBURGH,15238,40.488003,-79.883677,9,Convenience Store
283,2.01E+11,Getgo #3185,Giant Eagle Inc,12/19/2012,1200,Hoffman Blvd,PA,WEST MIFFLIN,15122,40.382719,-79.868215,9,Convenience Store
284,2.00E+11,GetGo #3188,Giant Eagle Inc,5/8/2001,1001,Lebanon Rd,PA,WEST MIFFLIN,15122,40.361538,-79.932066,9,Convenience Store
285,2.01E+11,GetGo #3486,Giant Eagle Inc,7/10/2005,800,Allegheny River Blvd,PA,VERONA,15147,40.506894,-79.843134,9,Convenience Store
286,2.01E+11,Getgo #3487,Giant Eagle Inc,8/12/2005,801,Mt Royal Blvd,PA,PITTSBURGH,15233,40.51415,-79.95942,9,Convenience Store
287,2.01E+11,GetGo #3488,Giant Eagle Inc,8/9/2005,5603,Babcock Blvd,PA,PITTSBURGH,15237,40.546976,-80.02915,9,Convenience Store
288,2.01E+11,Getgo #3489,Giant Eagle Inc,8/12/2005,2401,Ferguson Rd,PA,ALLISON PARK,15101,40.555705,-79.971377,9,Convenience Store
289,2.01E+11,Getgo #3600,Giant Eagle Inc,12/8/2006,2811,Jacks Run Rd,PA,MCKEESPORT,15131,40.338101,-79.807652,9,Convenience Store
290,2.01E+11,GetGo #3616,Giant Eagle Inc,7/12/2005,3601,Saw Mill Run Blvd,PA,PITTSBURGH,15227,40.372147,-79.981536,9,Convenience Store
291,2.01E+11,Getgo #3641,Giant Eagle Inc,11/4/2010,3029,WasHighwayngton Pike,PA,BRIDGEVILLE,15017,40.173242,-80.24199,9,Convenience Store
292,2.01E+11,Getgo #3642,Giant Eagle Inc,7/28/2011,6507,University Blvd,PA,CORAOPOLIS,15108,40.518266,-80.218658,9,Convenience Store
293,2.01E+11,Getgo #3691,Giant Eagle Inc,8/17/2007,4099,Grandview Dr,PA,GIBSONIA,15044,40.643031,-79.937868,9,Convenience Store
294,2.01E+11,Getgo Elizabeth #3005,Giant Eagle Inc,5/16/2014,1000,Hayden Blvd,PA,ELIZABETH,15037,40.264741,-79.879445,9,Convenience Store
295,43906,Glassmere Fuel Service #205,,8/16/1988,1967,Saxonburg Blvd,PA,TARENTUM,15084,40.629201,-79.855635,9,Convenience Store
296,2.01E+11,Good News,Good News,9/18/2014,625,Stanwix St,PA,PITTSBURGH,15222,40.443227,-80.004835,9,Convenience Store
297,57827,Greyhound Frankstown Sunoco A Plus,,11/17/1998,6481,Fransktown Ave,PA,PITTSBURGH,15206,40.460783,-79.913953,9,Convenience Store
298,2.01E+11,Gulf Gas Station - Bridgeville,Shiv Oil Inc,9/11/2014,449,Railroad St,PA,BRIDGEVILLE,15017,40.357899,-80.110312,9,Convenience Store
299,2.00E+11,Hampton Sunoco,Rose Oil Co,6/3/2004,4785,Wm Flynn Hwy,PA,ALLISON PARK,15101,40.596714,-79.948208,9,Convenience Store
300,2.01E+11,Hanini Market,Izmar Corporation,4/22/2014,3245,Brighton Rd,PA,PITTSBURGH,15212,40.476384,-80.031944,9,Convenience Store
301,2.02E+11,Hanini Market,Sham2015 LLC,1/1/2016,549,Bessemer Av,PA,EAST PITTSBURGH,15112,40.395204,-79.839383,9,Convenience Store
302,2.01E+11,Hanini Market/ Hanini Subs,RSIM Foods Inc,5/31/2012,1105,Franklin Av,PA,PITTSBURGH,15221,40.439089,-79.878795,9,Convenience Store
303,2.01E+11,Happy Minimart,Happy Minimart Inc,1/4/2005,1300,Brodhead Rd,PA,CORAOPOLIS,15108,40.535015,-80.229455,9,Convenience Store
304,2.01E+11,Happy Minimart,Happy Minimart Inc,8/14/2006,512,E Pikettsburgh - Mckeesport Blvd,PA,NORTH VERSAILLES,15137,40.369823,-79.8292,9,Convenience Store
305,2.01E+11,Harvest Valley Farms,,3/26/2010,6003,Cunningham Rd,PA,GIBSONIA,15044,40.663894,-79.934941,9,Convenience Store
306,2.01E+11,Harv's Shell Station,Stickler Service LLC,3/24/2009,2501,Brighton Rd,PA,PITTSBURGH,15212,40.466959,-80.025229,9,Convenience Store
307,2.01E+11,Homewood's Quik Pick,,10/22/2014,7201,Frankstown Av,PA,PITTSBURGH,15208,40.45752,-79.8961,9,Convenience Store
308,57252,Honey Bear/Spee-D Mart #223,Graft Oil Co / OCI Inc,4/1/1998,2131,Ardmore Blvd,PA,PITTSBURGH,15221,40.418907,-79.848982,9,Convenience Store
309,2.01E+11,In & Out Market,,10/21/2009,300,Helen St,PA,MCKEES ROCKS,15136,40.474126,-80.057105,9,Convenience Store
310,2.02E+11,Indian Grocery Oakland,Ladani Perto Inc,3/11/2015,319,Craig St,PA,PITTSBURGH,15213,40.4451,-79.948482,9,Convenience Store
311,46566,J & K Plus Store #102,,7/30/1990,901,Elizabeth St,PA,PITTSBURGH,15221,40.426262,-79.841255,9,Convenience Store
312,2.01E+11,J & S Food Mart,JHS Singh Enterprise LLC,8/5/2009,625,W Grant St,PA,DUQUESNE,15110,40.37177,-79.851733,9,Convenience Store
313,2.01E+11,J J's Deli Mart,Deepak Inc,4/22/2011,2300,Versailles Av,PA,MCKEESPORT,15132,40.345639,-79.849166,9,Convenience Store
314,32897,J&M Dariette,,6/17/1984,552,3rd St,PA,CLAIRTON,15025,40.292983,-79.881361,9,Convenience Store
315,2.02E+11,Jack's Market & Coffee Shop,Jack's Market & Coffee Shop Inc,7/16/2015,245,8th Av,PA,HOMESTEAD,15120,40.408016,-79.909637,9,Convenience Store
316,2.02E+11,Jade 99 Asian Supermaket,Jade 99 Asian Supermarket LLC,8/1/2014,2112,Penn Av,PA,PITTSBURGH,15222,40.451847,-79.982434,9,Convenience Store
317,2.01E+11,Jessie's Westside Market,,6/12/2012,3038,Chartiers Av,PA,PITTSBURGH,15204,40.454017,-80.05974,9,Convenience Store
318,2.01E+11,J-N-J Convenience Store,J-N-J Convenience Store LLC,12/17/2013,646,Herron Av,PA,PITTSBURGH,15219,40.452605,-79.964261,9,Convenience Store
319,389,Joes Butcher Shop,,4/1/1976,502,Broadway Av,PA,PITCAIRN,15140,40.401989,-79.777692,9,Convenience Store
320,2.02E+11,K-2 Convenience Store,New Indus Corporation Inc,6/29/2015,4900,Penn Av,PA,PITTSBURGH,15224,40.464939,-79.94488,9,Convenience Store
321,641,Ken's Grocery,,6/17/1984,216,Beltzhoover Ave,PA,PITTSBURGH,15210,40.420099,-79.997633,9,Convenience Store
322,2.01E+11,Kiev International Food,Kiev International Market,3/6/2006,4223,Murray Ave,PA,PITTSBURGH,15217,40.422509,-79.928598,9,Convenience Store
323,2.01E+11,Kubaa Oriental Grocery,,4/9/2014,613,OHighwayo St,PA,PITTSBURGH,15212,40.453617,-79.998695,9,Convenience Store
324,45281,Kudla's Service Center,Kudla's Service Center LLC,10/20/1989,2733,South Park Road,PA,BETHEL PARK,15102,40.327631,-80.031909,9,Convenience Store
325,57061,Kwik Fill #239 S0001,United Refining Co Of Pa,1/6/1998,152,Mcgovern Blvd,PA,CRESCENT,15046,40.563829,-80.227708,9,Convenience Store
326,35349,Kwik Fill S0171,United Refining Co Of Pa,1/1/1980,400,Allegheny River Blvd,PA,OAKMONT,15139,40.516465,-79.842597,9,Convenience Store
327,46734,L A Grocery,West Indian American Grocers,12/12/1990,511,Larimer Ave,PA,PITTSBURGH,15206,40.465579,-79.914188,9,Convenience Store
328,2.00E+11,L E Corner Store,,3/16/2004,601,Lincoln Ave,PA,PITTSBURGH,15206,40.461804,-79.907894,9,Convenience Store
329,51131,Labad's Mediterranean Cafe & Grocery,,12/13/1993,1727,Penn Av,PA,PITTSBURGH,15222,40.450316,-79.985441,9,Convenience Store
330,38824,Labriola Italian World,,12/27/1984,605,Freeport Rd,PA,PITTSBURGH,15215,40.488444,-79.898703,9,Convenience Store
331,2.01E+11,Last Minit Mart in Blawnox,Last Minit Mart Inc,8/3/2009,164,Freeport Rd,PA,PITTSBURGH,15238,40.491362,-79.865556,9,Convenience Store
332,2.01E+11,Lebanon Shops Pharmacy,"Thomas C Riley / Gene A Riley PRTS, Lebanon Shop Pharmacy",1/21/2009,300,Mt Lebanon Blvd,PA,PITTSBURGH,15234,40.368707,-80.034816,9,Convenience Store
333,2.00E+11,Le's Super Grocery Kart,,11/24/1999,5482,Penn Ave,PA,PITTSBURGH,15206,40.463967,-79.932666,9,Convenience Store
334,49364,Liberty News,Chandan Corp,12/3/1992,602,Liberty Av,PA,PITTSBURGH,15222,40.441824,-80.001535,9,Convenience Store
335,2.02E+11,Linea Verde - Green Market,,6/26/2015,4619,Liberty Av,PA,PITTSBURGH,15224,40.462519,-79.950128,9,Convenience Store
336,2.01E+11,Los Campos,,8/29/2013,11566,Perry Highwayghway,PA,WEXFORD,15090,40.625991,-80.054021,9,Convenience Store
337,2.01E+11,Lovedale Valero,,11/19/2010,2002,Lincoln Blvd,PA,ELIZABETH,15037,40.278924,-79.874895,9,Convenience Store
338,2.00E+11,Lucky Bucks,Carbern Foods Inc,2/10/2003,125,Virginia Ave,PA,PITTSBURGH,15211,40.429437,-80.008009,9,Convenience Store
339,2.00E+11,Marathon Imperial Tri-State Petroleum #213,Tri-State Petroleum Corp,1/12/2004,150,U.S. Route 30,PA,OAKDALE,15071,40.440899,-80.238239,9,Convenience Store
340,2.00E+11,Marathon Tri-State Petroleum #201,Tri-State Petroleum Corp,3/22/2002,956,Greentree Rd,PA,PITTSBURGH,15220,40.419694,-80.04666,9,Convenience Store
341,2.00E+11,Marathon Tri-State Petroleum #203,Tri-State Petroleum Corp,3/21/2002,2022,WasHighwayngton Pike,PA,CARNEGIE,15106,40.173242,-80.24199,9,Convenience Store
342,2.01E+11,Marathon Tri-State Petroleum #219,Tri-State Petroleum Corp,6/6/2006,3500,Forbes Ave,PA,PITTSBURGH,15213,40.439904,-79.95801,9,Convenience Store
343,2.01E+11,Marathon Tri-State Petroleum #221,Tri-State Petroleum Corp,3/17/2009,100,7th Av,PA,TARENTUM,15084,40.601875,-79.756348,9,Convenience Store
344,2.01E+11,Marathon Tri-State Petroleum #222,Tri-State Petroleum,1/23/2008,2601,Freeport Rd,PA,PITTSBURGH,15238,40.537383,-79.839998,9,Convenience Store
345,2.01E+11,Marathon Tri-State Petroleum #223,Tri State Petroleum,12/21/2012,6680,Frankstown Av,PA,PITTSBURGH,15235,40.458544,-79.908615,9,Convenience Store
346,2.01E+11,Marathon Tri-State Petroleum #224,Tri-State Petroleum,4/6/2009,4010,Penn Av,PA,PITTSBURGH,15224,40.464964,-79.95759,9,Convenience Store
347,2.01E+11,Market on Middle,Environmental Transformation LLC,8/5/2013,2130,Middle Rd,PA,GLENSHAW,15116,40.548525,-79.934689,9,Convenience Store
348,52202,Marshall's Exxon,Marshall Wood Works Ltd,7/20/1994,1520,Spring Garden Ave,PA,PITTSBURGH,15212,40.464747,-79.98595,9,Convenience Store
349,48562,Mascari's Duncan Manor Exxon / Staks,Mascari Fuel Company,6/25/1992,1700,Ferguson Rd,PA,ALLISON PARK,15101,40.565659,-79.9987,9,Convenience Store
